date,Compensation of employees,Decrease in financial assets,Decrease in liabilities,Decrease in non-financial assets,Dividends,Domestic,Excise duty,Expenditure,Fixed assets,Foreign,From domestic products,From imported products,Goods and services,Grants,Import tax,Income,Income tax,Increase in financial assets,Increase in liabilities,Increase in non-financial assets,Interest,Inventories,Loans,Non-produced assets,Other expenses,Other revenues,Other taxes,Profit tax,Rent,Revenues,Sale of goods and services,Sanctions (fines and penalties),Shares and other equity,Social security,State budget balance,Subsidies,Taxes,Valuables,Value added tax,Voluntary transfers other than grants,interest,is_weekend,is_holiday
2019-10-17,8945.79,0.0,0.0,0.0,0.0,30245810.87,956714.4,24090075.67,0.0,69357.18,12254337.450000001,8080473.1,2375103.87,2111477.8200000003,198887.44,37414745.58,2131015.8,0.0,30315168.05,2009322.78,0.0,0.0,0.0,0.0,9651373.55,1675061.73,11584905.34,975399.02,215.55,67729913.63,316037.52,263525.05,0.0,2004382.83,506134087.03,6444134.73,35225018.15,0.0,19378096.15,1095283.61,0.0,0,0
2019-10-18,4196.67,2265970.9,0.0,1394.75,0.0,0.0,1079180.47,41512320.89,1225.0,45162.02,5254612.09,4916314.72,4154902.05,4693590.470000001,133483.61,37775358.74,1582243.02,0.0,45162.02,2690516.07,0.0,0.0,2265970.9,169.75,1697767.17,1207096.27,23717191.53,522455.18,0.0,40087886.41,153356.7,384295.07,0.0,28207593.31,504709739.32,505717.47,36126300.15,0.0,9091746.34,462318.45,207126.05,0,0
2019-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-10-21,47633808.62,3242464.71,566517.89,-238.35,0.0,0.0,12747185.88,75613121.18,0.0,241986.0,4432127.609999999,41277418.43,6265894.17,2967728.84,935783.3,52761380.65,8152168.24,0.0,241986.0,3305056.28,3174633.93,0.0,3242464.71,-238.35,3840785.12,1729222.78,-4926948.31,1275341.87,1408.6,56245593.01,118708.94,475277.08,0.0,5232939.54,485342505.15,2512023.52,51145891.14,0.0,32962360.16,500747.7,633080.46,0,0
2019-10-22,26111361.97,0.0,0.0,0.0,0.0,0.0,3989894.87,97173895.96,0.0,261322.66,1032290.24,13837376.73,3802344.74,1439586.9100000001,327634.78,38146950.24,1995014.29,0.0,261322.66,46214998.07,0.0,0.0,0.0,0.0,15860462.33,676443.72,19508316.31,219980.4,93.6,38408272.9,116502.5,251953.09,0.0,2963983.06,426577762.84,1331052.65,36920612.75,0.0,10879772.1,307894.53,0.0,0,0
2019-10-23,5939526.13,0.0,4050758.24,7245.0,0.0,0.0,9812470.44,30361803.91,7245.0,525184.52,2720154.48,21525931.79,2709603.22,3169349.2600000002,271842.53,23145230.2,1843850.71,0.0,525184.52,9957635.37,504578.04,0.0,0.0,0.0,554314.87,941533.19,-4523285.56,274127.52,968.18,23677659.72,103973.45,256591.24,0.0,2471401.93,420112927.58,1095600.39,22112733.47,0.0,14433615.83,297899.22,282101.1,0,0
2019-10-24,4466483.71,0.0,0.0,0.0,0.0,66417333.54,887103.03,20957114.59,0.0,4095966.49,1186154.9200000002,5986112.89,4113118.98,3769603.6,1214.2,28986100.86,1423500.13,0.0,70513300.03,8241246.74,0.0,0.0,0.0,0.0,145126.74,1540130.33,18166089.48,-30388.98,1480.3,99499400.89,100049.01,371886.05,0.0,501447.09,498655263.88,433375.62,26732682.64,0.0,6285164.78,626380.58,440334.39,0,0
2019-10-25,24430274.28,0.0,0.0,0.0,0.0,0.0,508575.36,67573023.97,0.0,2501685.52,3294296.4499999997,3225130.7,5390811.05,3682926.58,-47484.02,51324008.46,1337441.23,0.0,2501685.52,14901455.88,0.0,0.0,0.0,0.0,1437285.22,3731989.5,38205907.38,760717.39,2662.19,53825693.98,99197.37,1048676.07,0.0,16196859.66,484911905.42,2349421.13,46776009.13,0.0,6010851.79,186256.76,2395197.11,0,0
2019-10-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-10-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-10-28,1499011.15,0.0,1527136.56,647.15,0.0,-955627.36,18993557.92,28219345.78,0.0,1463640.98,1820916.47,50643205.43,6773289.75,3759117.96,919728.57,24174611.09,774765.31,0.0,508013.62,1226593.44,5731502.72,0.0,0.0,647.15,5538755.86,1321374.33,-31936594.23,146730.25,27051.65,24683271.86,145970.45,436748.35,0.0,434620.56,481375831.5,2213802.74,22368751.8,0.0,33470563.98,711603.88,0.0,0,0
2019-10-29,557513.23,0.0,0.0,0.0,0.0,0.0,7746311.08,18091186.35,0.0,810242.71,1397505.65,17612082.57,3583694.85,2294174.15,284052.97,4816291.9,359494.25,0.0,810242.71,5452377.57,0.0,0.0,0.0,0.0,604940.73,1441403.33,-16784970.16,255399.79,2018.88,5626534.61,376319.62,259374.94,0.0,4771338.44,468911627.76,1078470.88,3123565.07,0.0,11263277.14,803689.89,0.0,0,0
2019-10-30,630234.71,1626713.0,0.0,40989.6,0.0,0.0,8616801.8,36842337.67,0.0,489618.51,2235887.06,19116993.22,3835272.08,3010017.9899999998,250711.52,5761691.95,2201335.2,0.0,489618.51,15294122.48,0.0,0.0,1626713.0,40989.6,1641240.24,2318763.96,-20739707.76,264664.27,10783.78,7919013.06,78558.11,191745.1,0.0,3859195.02,439988663.15,8685299.63,3329883.51,0.0,12736078.48,653574.89,1384102.08,0,0
2019-10-31,878905.29,0.0,0.0,0.0,0.0,0.0,659111.69,40584855.06,0.0,1381380.39,4673447.68,6013863.3100000005,5030135.6,10612947.120000001,162724.66,13664546.42,1175042.3,0.0,1381380.39,18019752.15,0.0,0.0,0.0,0.0,2304609.89,1331804.55,-1075918.28,594949.66,351193.2,15045926.81,236866.77,302685.57,0.0,3299519.8,414464085.6,1227617.75,11544109.33,0.0,10028199.3,441059.01,0.0,0,0
2019-11-01,712697.38,0.0,0.0,0.0,0.0,0.0,1074774.97,29876192.25,0.0,987068.87,1585482.31,4430599.49,9994355.1,4922070.4399999995,50058.03,55134785.79,1035584.11,0.0,987068.87,12198002.55,0.0,0.0,0.0,0.0,621784.39,4442910.19,41970171.33,105739.66,800.51,56121854.66,318942.64,181572.73,0.0,1316094.3,440710585.25,1625428.76,49177634.93,0.0,4941306.83,1586060.39,2355533.92,0,0
2019-11-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-04,117280.22,0.0,0.0,1561.7,0.0,0.0,20220039.89,32981353.97,0.0,203411.99,-351704.91,54539290.599999994,3106046.21,836663.25,888047.56,39286996.4,746387.87,0.0,203411.99,5095565.04,0.0,0.0,0.0,1561.7,557168.64,1053071.29,-17506938.07,-166933.64,513.0,39491970.09,178894.72,658796.07,0.0,23120579.46,447223568.52,233826.85,38148149.41,0.0,33967545.8,214867.5,0.0,0,0
2019-11-05,56190.99,0.0,0.0,20.5,0.0,0.0,2218779.39,22215369.14,20.5,140945.41,420220.54000000004,10785683.35,4609571.36,1198415.0899999999,255931.61,33448257.61,613383.45,0.0,140945.41,4227811.09,0.0,0.0,0.0,0.0,1168030.09,1185833.45,20041644.74,33091.29,23.14,33589223.52,86075.24,370574.21,0.0,7634236.88,458599038.58,3433582.82,32149954.98,0.0,8987124.5,729160.86,0.0,0,0
2019-11-06,69808.15,0.0,0.0,0.0,0.0,0.0,3941131.1,16537707.4,0.0,2925193.53,459344.26,14965104.15,3999566.78,1913585.81,123947.4,26292968.83,233093.27,0.0,2925193.53,7184840.36,215438.3,0.0,0.0,0.0,1941237.51,2704995.5,7223443.77,95596.62,967.83,29218162.36,162854.77,405055.17,0.0,714235.95,471281999.72,986438.4,23100529.47,0.0,11483317.31,935071.16,1201046.57,0,0
2019-11-07,74958.86,0.0,0.0,0.0,0.0,17681898.33,765005.08,27729801.8,0.0,2181026.35,184443.66,4917150.35,3670005.9,1539808.03,14020.36,23626654.21,321667.31,0.0,19862924.68,7637216.96,2659548.12,0.0,0.0,0.0,835857.37,1486120.69,16556406.38,116086.09,10.0,43489578.89,1074713.5,285231.57,0.0,10695935.96,487062002.77,647217.97,22109786.15,0.0,4336588.93,126165.62,0.0,0,0
2019-11-08,29588.88,0.0,0.0,0.0,0.0,0.0,106520.6,24717763.79,0.0,56989.43,2833251.37,2160509.88,4431181.19,2104556.87,-11165.77,43102021.99,248456.65,0.0,56989.43,8266252.73,0.0,0.0,0.0,0.0,965618.67,681591.9,36957395.75,154257.99,1162.45,43159011.42,133269.88,342322.67,0.0,6542345.11,505503442.4,2455944.56,42342705.87,0.0,4887240.65,204836.9,0.0,0,0
2019-11-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-11,45369.14,0.0,0.0,27651.0,0.0,0.0,21024390.36,32500952.41,27651.0,422539.77,1915000.19,51351129.010000005,15646019.04,4023291.96,719231.25,44333035.71,889980.34,0.0,422539.77,7184416.97,0.0,0.0,0.0,0.0,229844.7,1035259.01,-11758551.86,67399.41,10486.49,44783226.48,173134.78,451590.98,0.0,4771498.94,517785921.02,713955.02,43184333.34,0.0,32241738.84,400046.76,0.0,0,0
2019-11-12,104465.56,0.0,39573589.11,0.0,0.0,0.0,5995149.36,104263610.3,0.0,70805.02,291301.81,16649505.440000001,3912295.85,2673142.9400000004,294903.64,42891351.38,151351.08,0.0,70805.02,5718680.52,6075174.96,0.0,0.0,0.0,44361391.46,1049129.8,24160194.01,-70677.18,2585.34,42962156.4,164531.23,383374.17,0.0,1300156.72,456484777.12,910355.96,41476578.8,0.0,10945657.89,376019.07,122619.99,0,0
2019-11-13,44126.32,192119.0,0.0,0.0,0.0,0.0,11106666.03,256633333.93,0.0,119595.45,1100621.4,22939487.21,10156449.53,1684197.74,273244.23,65162720.37,483334.25,0.0,119595.45,6699595.62,0.0,0.0,192119.0,0.0,517282.03,2088979.63,38136780.05,11089.14,3832.4,65474434.82,120184.29,259324.4,0.0,221922559.34,265325878.01,15738307.81,62944556.28,0.0,12933442.58,280758.16,1424880.38,0,0
2019-11-14,33340.41,0.0,0.0,39058.25,0.0,116572276.16,890354.09,18896211.69,39058.25,107861.12,2215886.21,7634666.899999999,2895504.69,5692070.25,141273.18,63889179.03,516744.14,0.0,116680137.28,3442876.38,628726.7,0.0,0.0,0.0,1066176.67,1915297.88,50507254.35,511039.01,2610.35,180608374.56,1162620.16,470778.85,0.0,4832382.34,427038040.88,752147.61,61526867.79,0.0,8960199.02,279288.52,0.0,0,0
2019-11-15,135544.32,16106871.48,2709166.82,0.0,0.0,0.0,9222099.23,21249137.31,0.0,0.0,25613889.7,6999307.91,2241642.67,2836573.43,14180.02,94270847.27,241963288.46,0.0,0.0,1267080.45,1950590.05,0.0,16106871.48,0.0,1654916.65,1044676.81,-228318142.18,46443122.28,1940.11,110377718.75,108558.2,353214.58,0.0,8668608.0,516166622.32,295539.19,92715646.19,0.0,23391098.38,257172.95,323790.97,0,0
2019-11-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-18,13066.41,0.0,0.0,0.0,0.0,0.0,30250188.5,7768804.54,0.0,14373.53,7924251.9,65126591.81,2594443.07,1077753.04,976584.4,68534145.51,3806797.82,0.0,14373.53,2065827.42,0.0,0.0,0.0,0.0,1377000.07,1323392.82,-11969987.04,1274559.36,1035.32,68548519.04,421261.61,462467.03,0.0,159999.49,576953302.93,552624.48,67138843.25,0.0,42800655.21,438628.86,0.0,0,0
2019-11-19,10371.99,219034.08,0.0,1.0,0.0,0.0,6366480.98,57691895.23,1.0,1191987.04,10696255.91,17613637.439999998,4941490.56,1742918.83,313263.54,39834460.86,3454840.97,0.0,1191987.04,6481990.96,0.0,0.0,219034.08,0.0,15157965.79,1008506.65,5810720.28,523072.54,29.25,41245482.98,118451.4,412071.05,0.0,29271837.25,560508529.68,499483.38,38411790.68,0.0,21943412.37,469408.12,8546.83,0,0
2019-11-20,15414619.05,244554.15,10994734.5,0.35,0.0,0.0,10077510.99,75315283.95,0.35,1141267.94,2736746.41,21000105.39,6941091.92,34672673.489999995,325506.48,38243948.76,3034601.04,0.0,1141267.94,2279757.17,848996.42,0.0,244554.15,0.0,2381228.15,1645786.97,8430683.43,739318.81,515.02,39629771.2,81006.86,322922.41,0.0,400886.63,524835237.15,1712496.85,36266961.56,0.0,13659340.81,429345.89,811996.79,0,0
2019-11-21,51296419.62,0.0,0.0,0.0,0.0,0.0,1380180.93,72863921.46,0.0,432199.77,1257520.79,7702108.6,6751778.26,994728.39,173106.33,35642080.22,7716694.17,0.0,432199.77,6333436.96,0.0,0.0,0.0,0.0,1726995.58,1171406.93,17019229.12,331337.66,0.0,36074279.99,78168.77,326809.39,0.0,4744991.93,488060932.15,1286247.34,34199996.67,0.0,7579448.46,448826.76,317602.01,0,0
2019-11-22,48042405.13,0.0,0.0,397.06,0.0,0.0,240928.74,84039859.29,0.0,338567.61,2188869.64,3258086.82,7658470.26,3929837.87,-10290.45,64755780.98,2663937.24,0.0,338567.61,15420648.58,0.0,0.0,0.0,397.06,5840582.41,508487.52,55158601.53,-20740.73,834.6,65094745.65,103622.68,261609.42,0.0,1716652.83,469115818.51,2440091.62,63238464.05,0.0,5206027.72,142420.82,0.0,0,0
2019-11-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2019-11-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-11-25,2567293.73,467151.21,0.0,0.0,0.0,0.0,30981075.0,19009707.7,0.0,1085796.37,2395106.17,65181253.25,2983740.53,3193154.8600000003,1238335.12,9505429.66,1635594.45,0.0,1085796.37,6439510.59,0.0,0.0,467151.21,0.0,748245.51,1761413.4,-63476465.2,177134.67,3650.07,11058377.24,459773.57,386151.21,0.0,1978633.43,461165432.5,1692186.85,7150958.46,0.0,36595284.42,402700.24,509138.31,0,0
2019-11-26,1503201.71,0.0,0.0,40990.6,0.0,0.0,9486161.29,32307759.61,1.0,47374.84,543343.4600000001,18259094.17,3920360.11,2164154.48,460211.86,12750046.56,646726.04,0.0,47374.84,3551708.29,2590905.63,0.0,0.0,40989.6,197244.02,3529985.77,-10991210.4,124844.25,736.83,12838412.0,309559.37,890164.08,0.0,16811119.18,441696108.2,1746117.6,9043009.38,0.0,9316276.34,565814.3,1763711.19,0,0
2019-11-27,806351.18,70302.0,349768.66,0.0,0.0,0.0,7600744.18,26666213.11,0.0,1732518.11,-45131.91,17947660.36,4906667.88,3104132.96,198716.28,5973730.72,694477.48,0.0,1732518.11,5293612.67,5428.26,0.0,70302.0,0.0,6064894.27,1760014.95,-14768048.58,-147062.2,1754.25,7776550.83,117586.22,583253.1,0.0,4995453.69,422807273.64,1472973.88,3880645.43,0.0,10301784.27,355541.83,701879.55,0,0
2019-11-28,242016.24,0.0,0.0,201.0,0.0,-14411543.54,27081.1,27563574.62,1.0,603341.64,1767514.76,8732819.639999999,4134629.25,3766170.94,21258.97,10986712.44,949439.49,0.0,-13808201.9,14108477.0,2320652.18,200.0,0.0,0.0,1824573.29,5012992.87,-5743945.78,118570.63,9677.76,-2821288.46,91928.17,243585.88,0.0,257355.78,392422455.31,1037761.8,5845657.71,0.0,10473253.3,3950338.49,717462.57,0,0
2019-11-29,2750396.78,2191226.72,0.0,389490.0,0.0,0.0,2613457.54,38565848.16,389340.0,6935431.54,725347.88,6490920.75,5689847.19,7629774.17,60652.22,8624107.76,2395302.18,0.0,6935431.54,15149273.39,0.0,0.0,2191226.72,150.0,5976543.76,1315871.16,-9060095.79,3935616.89,310337.93,18140256.02,211042.91,276419.63,0.0,1272119.88,371998336.33,2858364.46,4547765.13,0.0,4602811.09,102124.22,415946.47,0,0
2019-11-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-02,50749.87,3087418.02,0.0,95976.56,0.0,-172385.39,20239293.83,31261062.98,95976.56,1687768.74,994970.21,56588389.59,2118475.86,2847792.65,899291.58,52221932.86,949936.24,0.0,1515383.35,2058361.24,13477614.61,0.0,3087418.02,0.0,706376.39,4146694.7,-11675306.33,79821.85,124228.6,56920710.79,185218.14,447143.23,0.0,9352568.15,397659004.59,887171.23,47837191.14,0.0,37344065.97,2456568.81,933535.92,0,0
2019-12-03,65659.56,0.0,0.0,1750.0,0.0,0.0,4164644.57,17825901.29,1750.0,958414.21,602892.53,13439586.49,4487061.3,1113216.47,282048.86,28117874.86,686268.77,0.0,958414.21,6895932.28,0.0,0.0,0.0,0.0,1042871.91,1439521.43,11502726.58,1504.73,574.9,29078039.07,171508.77,650296.76,0.0,2445242.91,409008167.26,1939233.33,26515036.96,0.0,9877834.45,617141.0,0.0,0,0
2019-12-04,29632.14,0.0,4012569.87,1.0,0.0,0.0,9392369.89,31985738.19,1.0,9405373.82,601350.24,21676118.7,3935601.12,1930475.74,292013.28,32328152.7,671292.68,0.0,9405373.82,16940841.24,127098.17,0.0,0.0,0.0,514410.8,2597931.21,5828923.53,218699.01,3307.6,41733527.52,137121.88,655246.09,0.0,2154136.39,418757885.89,2782796.77,29288397.44,0.0,12885099.05,806069.33,996186.31,0,0
2019-12-05,58935.55,0.0,0.0,56478.64,0.0,17641281.12,371993.26,19478602.76,20.5,635189.3,1898490.02,6815384.2,4608267.71,3324634.94,160843.42,27773585.07,505711.74,0.0,18276470.42,5740110.1,2665804.42,0.0,0.0,56458.14,146277.23,1665342.16,16157122.18,108131.22,832202.85,46106534.13,121502.65,319092.31,0.0,1466115.92,445390426.62,1931017.02,25645682.78,0.0,8341880.96,392544.35,0.0,0,0
2019-12-06,46108.21,148483.57,0.0,656.76,0.0,0.0,470194.87,27822559.84,1.0,2422970.83,1618005.53,10611757.02,3684209.65,3193191.4299999997,44018.91,65663194.62,8226911.52,0.0,2422970.83,7459648.27,0.0,0.0,148483.57,655.76,9978689.65,1310335.74,43233037.09,116936.89,1338.5,68235305.78,96801.52,329146.45,0.0,1390387.32,485817473.55,2572517.23,63850666.96,0.0,11759567.68,854754.98,28294.29,0,0
2019-12-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-09,220009.62,0.0,0.0,1.0,0.0,0.0,25104990.21,25195401.05,1.0,660108.57,485136.82,58104692.85,11671015.21,3199454.41,1078496.18,44358058.46,288929.98,0.0,660108.57,6901052.68,0.0,0.0,0.0,0.0,686321.6,2393893.5,-17996890.1,-15014.94,5652.85,45018168.03,132442.12,462116.77,0.0,192111.82,505641464.92,2344249.88,41945350.79,0.0,33484839.46,1793681.76,0.0,0,0
2019-12-10,49998.43,0.0,12347092.48,4019.38,4000.0,0.0,3405628.07,48340659.49,4019.38,65172.46,913006.04,13680554.58,9825137.34,3924381.83,248331.62,36397862.41,434062.44,0.0,65172.46,10481743.36,2595005.78,0.0,0.0,0.0,5598794.09,855626.29,20269270.91,-544054.22,3007.7,36467054.25,98485.72,257221.7,0.0,2233125.93,493767859.68,1826445.0,35001171.37,0.0,11187932.55,492911.17,0.0,0,0
2019-12-11,39450.12,0.0,14336077.44,35.65,0.0,0.0,10566056.05,231921836.63,35.65,48023.22,2436845.64,21248273.47,9251505.23,2087250.21,310087.88,33644158.34,438154.56,0.0,48023.22,5457123.37,8957901.19,0.0,0.0,0.0,1528650.59,2306957.55,6459056.79,-66215.36,1778.5,33692217.21,53411.03,255263.82,0.0,190177201.35,295543850.19,597674.94,30826202.98,0.0,13119063.06,579713.79,1416790.41,0,0
2019-12-12,141746.84,0.0,0.0,12075.0,0.0,69901321.1,3482058.97,27964270.33,12075.0,1612121.66,-657251.54,10373707.85,7308433.33,10127175.13,110607.07,57555036.41,275212.81,0.0,71513442.76,8105221.3,2123159.13,0.0,0.0,0.0,1118424.8,6194803.17,36966168.73,337652.64,119.6,129080554.17,5372466.59,273977.42,0.0,2232896.37,396660234.03,761349.11,47406097.56,0.0,6234397.34,269126.79,279112.77,0,0
2019-12-13,9574.12,0.0,0.0,30.0,0.0,0.0,10255041.1,28850367.92,0.0,774789.49,1800108.83,18295641.68,4504444.86,11140525.29,-2188.44,94229706.29,634739.97,0.0,774789.49,10416048.77,0.0,0.0,0.0,30.0,2366784.68,2003795.61,70401583.94,63845.11,105.24,95004525.78,140321.08,380963.45,0.0,701368.11,462816365.82,743801.68,91193731.09,0.0,9840709.41,1482405.84,0.0,0,0
2019-12-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-16,2604723.63,0.0,8000000.0,60.29,0.0,0.0,32315090.17,51251222.24,0.0,31814085.09,22392369.169999998,60635382.33,6145067.76,8096696.05,634555.86,192820231.79,253271472.18,0.0,31814085.09,12159314.38,5061255.5,24.59,0.0,35.7,8328814.91,3267914.58,-219581083.85,72200755.19,8125.68,224634377.17,1723865.14,585511.08,0.0,189799.07,636199700.75,664381.27,189553486.88,0.0,50712661.33,950403.84,8.84,0,0
2019-12-17,16895.18,0.0,7638052.54,0.0,0.0,0.0,5367461.33,83606104.85,0.0,1064188.46,17612247.06,14647622.12,5891062.84,3821099.71,371782.91,53993086.03,3262435.0,0.0,1064188.46,13112600.44,1886446.18,0.0,0.0,0.0,46892857.52,1001155.34,15647463.1,1241867.25,21071.45,55057274.49,99249.19,345266.18,0.0,3950306.15,607650900.39,605237.54,52783477.44,0.0,26892407.85,535568.52,0.0,0,0
2019-12-18,292741.38,0.0,437907.33,112000.0,0.0,0.0,9679714.73,74459957.66,112000.0,967774.19,10022209.67,26026542.65,6459398.24,12491700.91,287443.95,47162354.03,4345864.15,0.0,967774.19,17109268.86,4217790.0,0.0,0.0,0.0,4918761.75,2618723.96,2334692.35,641818.47,37.18,48242128.22,696540.81,239782.44,0.0,28673657.86,581433610.3,743502.16,43658859.24,0.0,26369037.59,249386.81,1432976.72,0,0
2019-12-19,10244609.34,448263.26,0.0,0.0,0.0,20765902.35,4363122.46,43978310.88,0.0,1047135.45,6117233.7,9907212.59,6748597.85,5949304.46,234034.55,35032637.0,2116266.66,0.0,21813037.8,11279031.63,282075.11,0.0,448263.26,0.0,5563035.86,1242127.04,14662022.01,302224.28,2601.09,57293938.06,289525.5,343823.31,0.0,3190492.39,594749404.48,1172680.41,33338993.79,0.0,11661323.83,556394.84,49782.3,0,0
2019-12-20,84353900.53,918285.6,0.0,100.0,0.0,0.0,826233.45,122888799.87,0.0,195870.06,607840.04,6452357.61,13801313.07,-2118289.29,79900.68,59677598.98,9387427.81,0.0,195870.06,5740841.78,0.0,0.0,918285.6,100.0,15577806.92,2065414.45,41239986.62,68145.7,14688.42,60791854.64,1183302.33,249173.07,0.0,3742309.16,532653321.36,1567443.77,57835658.46,0.0,6233964.2,428380.82,189869.81,0,0
2019-12-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-23,18272352.96,578349.53,34897807.84,0.0,0.0,0.0,13028011.66,103304915.96,0.0,62358.06,2481724.79,46431966.05,9492650.33,25349669.15,1113481.42,1413591.01,2273597.72,0.0,62358.06,6821181.21,758342.78,0.0,578349.53,0.0,1981294.56,3472206.52,-57898371.86,2067155.81,979.5,2054298.6,1452571.04,549404.15,0.0,333102.49,431403670.93,6870345.2,-3530446.07,0.0,35885679.18,1133070.9,336180.93,0,0
2019-12-24,6073044.09,1349861.37,28744661.25,0.0,0.0,0.0,10795381.45,99764104.23,0.0,680451.33,1843118.72,22677492.13,10596575.02,4694945.19,355704.56,4894121.77,1749484.54,170000.0,680451.33,10766454.96,6117837.15,0.0,1349861.37,0.0,4681276.82,1714973.87,-24365801.9,53625.97,1533.02,6924434.47,992048.38,403708.51,0.0,27317318.7,338564763.44,1467438.93,2313700.02,0.0,13725229.4,181255.38,136428.58,0,0
2019-12-25,4555847.38,10270.74,31300810.3,21998428.48,0.0,0.0,2043746.29,104824791.72,19286078.37,194492086.58,1215757.55,11306493.27,10516064.08,4208661.83,429282.54,11373802.88,1036330.33,0.0,194492086.58,29082496.89,3571932.99,0.0,10270.74,2712350.11,14764269.83,4644785.66,-10989867.77,193483.64,491734.26,227874588.68,2677245.23,290964.96,0.0,7732733.87,461619729.13,2629512.21,3191479.56,0.0,10478504.53,310928.94,873912.27,0,0
2019-12-26,12521541.67,377.63,0.0,7151.55,6000.0,63359976.84,189579.42,107134713.73,0.0,43985503.97,304816.20999999996,5796010.98,10092027.22,22985135.63,201031.17,22998282.49,1149348.45,-1308143.66,107345480.81,38367595.81,29433.92,0.0,377.63,7151.55,14340656.83,12157264.49,-426791.73,313597.44,3917821.12,130351292.48,3469255.35,734564.12,0.0,10051112.91,484839289.86,3558332.88,7338038.52,0.0,5911247.77,1043342.55,2986281.35,0,0
2019-12-27,14668005.42,6825471.7,0.0,2.0,0.0,0.0,82262.45,189751523.42,2.0,6518042.34,1684296.07,4460172.45,16797610.78,73802584.78,47400.85,19424817.88,1712193.28,44688.73,6518042.34,31624451.71,0.0,0.0,6825471.7,0.0,8372626.86,12721927.37,-2727969.0,24347.61,2623077.02,32768333.92,6719793.6,261743.45,0.0,36128201.41,327867455.23,9815802.98,5200441.26,0.0,6062206.07,1030248.19,2087065.11,0,0
2019-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0
2019-12-30,2915808.32,31623173.73,0.0,51.05,0.0,0.0,18715854.58,111517810.34,1.05,127542094.48,9622047.95,61912134.769999996,14996444.12,23251295.970000003,1389212.21,5102238.0,1360733.44,0.0,127542094.48,42764073.03,0.0,0.0,31623173.73,50.0,15387739.34,5992607.78,-78456463.6,-205480.42,2638523.4,164267557.26,299515.66,529065.86,0.0,12789139.3,380650330.6,2900756.13,-4377815.65,0.0,52818328.14,487123.98,2038378.88,0,0
2019-12-31,333405.87,0.0,0.0,36.75,0.0,0.0,6636312.47,51224091.31,36.75,0.0,1473439.0999999999,21101850.759999998,12164237.7,113292792.13,416189.58,114265757.03,18498949.28,0.0,0.0,26505550.04,0.0,0.0,0.0,0.0,3223742.77,652098.46,-38085692.7,218018.08,10.0,114265793.78,97346.22,338536.44,0.0,4711969.15,443711348.35,983298.12,3622754.1,0.0,15938977.39,216205.8,0.0,0,0
2020-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1
2020-01-03,0.0,326928.75,0.0,19.5,0.0,0.0,9674430.78,58963.33,19.5,0.0,839551.42,33500888.39,19885.95,0.0,683445.98,20696503.42,564075.41,0.0,0.0,77.38,0.0,0.0,326928.75,0.0,0.0,1562662.11,-18429286.48,1975166.59,0.0,21023451.67,137208.01,244933.91,0.0,0.0,464676098.54,39000.0,19133841.31,0.0,24666009.03,1128878.87,51641.32,0,0
