date,Revenues,Income,Taxes,Income tax,Profit tax,Value added tax,Excise duty,Import tax,Other taxes,Grants,Other revenues,interest,Dividends,Rent,Sale of goods and services,Sanctions (fines and penalties),Voluntary transfers other than grants,Decrease in non-financial assets,Fixed assets,Inventories,Valuables,Non-produced assets,Decrease in financial assets,Loans,Shares and other equity,Increase in liabilities,Domestic,Foreign,Expenditure,Compensation of employees,Goods and services,Interest,Subsidies,Social security,Other expenses,Increase in non-financial assets,Increase in financial assets,Decrease in liabilities,State budget balance,From domestic products,From imported products,is_weekend,is_holiday
2019-12-26,130351292.48,22998282.49,7338038.52,1149348.45,313597.44,5911247.77,189579.42,201031.17,-426791.73,22985135.63,12157264.49,2986281.35,6000.0,3917821.12,3469255.35,734564.12,1043342.55,7151.55,0.0,0.0,0.0,7151.55,377.63,377.63,0.0,107345480.81,63359976.84,43985503.97,107134713.73,12521541.67,10092027.22,29433.92,3558332.88,10051112.91,14340656.83,38367595.81,-1308143.66,0.0,484839289.86,304816.20999999996,5796010.98,0,0
2019-12-27,32768333.92,19424817.88,5200441.26,1712193.28,24347.61,6062206.07,82262.45,47400.85,-2727969.0,73802584.78,12721927.37,2087065.11,0.0,2623077.02,6719793.6,261743.45,1030248.19,2.0,2.0,0.0,0.0,0.0,6825471.7,6825471.7,0.0,6518042.34,0.0,6518042.34,189751523.42,14668005.42,16797610.78,0.0,9815802.98,36128201.41,8372626.86,31624451.71,44688.73,0.0,327867455.23,1684296.07,4460172.45,0,0
2019-12-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327867455.23,0.0,0.0,1,0
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327867455.23,0.0,0.0,1,0
2019-12-30,164267557.26,5102238.0,-4377815.65,1360733.44,-205480.42,52818328.14,18715854.58,1389212.21,-78456463.6,23251295.970000003,5992607.78,2038378.88,0.0,2638523.4,299515.66,529065.86,487123.98,51.05,1.05,0.0,0.0,50.0,31623173.73,31623173.73,0.0,127542094.48,0.0,127542094.48,111517810.34,2915808.32,14996444.12,0.0,2900756.13,12789139.3,15387739.34,42764073.03,0.0,0.0,380650330.6,9622047.95,61912134.769999996,0,0
2019-12-31,114265793.78,114265757.03,3622754.1,18498949.28,218018.08,15938977.39,6636312.47,416189.58,-38085692.7,113292792.13,652098.46,0.0,0.0,10.0,97346.22,338536.44,216205.8,36.75,36.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51224091.31,333405.87,12164237.7,0.0,983298.12,4711969.15,3223742.77,26505550.04,0.0,0.0,443711348.35,1473439.0999999999,21101850.759999998,0,0
2020-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443711348.35,0.0,0.0,0,1
2020-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,443711348.35,0.0,0.0,0,1
2020-01-03,21023451.67,20696503.42,19133841.31,564075.41,1975166.59,24666009.03,9674430.78,683445.98,-18429286.48,0.0,1562662.11,51641.32,0.0,0.0,137208.01,244933.91,1128878.87,19.5,19.5,0.0,0.0,0.0,326928.75,326928.75,0.0,0.0,0.0,0.0,58963.33,0.0,19885.95,0.0,39000.0,0.0,0.0,77.38,0.0,0.0,464676098.54,839551.42,33500888.39,0,0
2020-01-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464676098.54,0.0,0.0,1,0
2020-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,464676098.54,0.0,0.0,1,0
2020-01-06,34651896.28,34651896.28,31563864.11,541176.75,798599.69,18192569.33,7740236.67,527755.93,3763525.74,1058282.5,3088032.17,0.0,0.0,2227498.55,127028.89,377747.33,355757.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1645435.8,0.0,52211.3,0.0,120552.0,0.0,0.0,414390.0,0.0,0.0,497682559.02,432328.35,25500477.65,0,0
2020-01-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497682559.02,0.0,0.0,0,1
2020-01-08,219471336.47,26570385.12,23593576.05,378254.95,26585.8,9654018.58,4696449.68,145759.05,8692507.99,23354250.0,2976809.07,1763386.3,0.0,1254.39,451815.77,205766.8,554585.81,951.35,1.35,0.0,0.0,950.0,0.0,0.0,0.0,192900000.0,0.0,192900000.0,38783853.44,21345.0,391874.04,147078.2,1225.0,9856055.12,79986.9,114712.5,0.0,4817326.68,678370142.05,193897.7,14156570.559999999,0,0
2020-01-09,111250529.59,20269198.62,19600528.39,434320.16,172407.98,4233239.79,1278758.99,86390.83,13395410.64,3750.0,668670.23,0.0,0.0,0.0,122302.21,299802.22,246565.8,-29.0,1.0,0.0,0.0,-30.0,0.0,0.0,0.0,90981359.97,90981359.97,0.0,27443524.59,23223.25,2198620.05,3292300.35,14650.77,15893347.8,4011096.91,748504.82,0.0,1258030.64,762177693.45,-198329.34,5710328.12,0,0
2020-01-10,35763034.53,35757284.52,35098151.36,1239767.02,660482.99,3587093.96,303761.72,27355.11,29279690.56,1548828.91,632637.25,0.0,0.0,0.0,182332.91,199106.54,251197.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5750.01,0.0,5750.01,305500920.6,12380.0,811144.84,25220714.1,159697.24,206874347.01,3882803.39,8491933.29,0.0,58525567.73,492439811.04,1982930.09,1907925.5899999999,0,0
2020-01-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492439811.04,0.0,0.0,1,0
2020-01-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,492439811.04,0.0,0.0,1,0
2020-01-13,-66577703.37,48017832.9,43853976.68,1323760.27,-47888.52,19707955.48,8422452.23,540536.12,13907146.1,554411.0,4163856.22,72695.47,0.0,1105.9,3092715.64,460308.84,537030.37,9.05,5.2,0.0,0.0,3.85,0.0,0.0,0.0,-114595545.32,-114604158.72,8613.4,70241694.42,14447.5,19915659.69,26174795.61,5905691.97,7959905.21,2413865.65,1101789.21,0.0,6201128.58,355620413.25,569600.49,27560807.22,0,0
2020-01-14,85433552.55,85363901.6,84333481.62,1760534.76,83099.26,4922323.32,3790282.15,257871.75,73519360.38,1001707.9299999999,698717.64,0.0,0.0,10.0,179455.79,347066.9,172184.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69700.95,0.0,69700.95,23476374.55,33014.08,2203171.18,0.0,1038677.52,7439449.5,10155582.49,1936474.19,0.0,0.0,417577698.13,1747974.08,6964631.39,0,0
2020-01-15,183898016.52,169431786.0,167880789.13,338874963.68,79384804.34,85537865.41,11574593.26,274050.66,-347765488.22,356528.86,1334546.63,411992.01,0.0,0.0,111665.07,174773.24,636116.31,235.0,0.0,200.0,0.0,35.0,14432983.53,14432983.53,0.0,33011.99,0.0,33011.99,39228167.32,8860.29,3961943.13,4085081.5,16617098.93,6293916.91,953067.32,1892360.61,0.0,5275760.01,562247562.33,82646683.95,14465774.719999999,0,0
2020-01-16,116640419.7,70816692.18,69085186.26,9256044.8,5526689.04,33047823.56,1098518.04,268979.44,19887131.38,556847.36,1607487.13,0.0,0.0,724.1,162028.65,285970.1,1158764.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45823727.52,45693121.07,130606.45,14512454.67,4890.0,1642270.92,3762930.6,520470.44,5963604.14,709174.56,1476285.44,0.0,0.0,664375527.36,27217029.44,6929312.16,0,0
2020-01-17,41268438.64,42887846.34,42330715.74,4484673.75,1547484.41,17041486.27,-1547602.04,45850.9,20758910.45,4159856.0,557130.6,0.0,0.0,156.58,139786.28,185053.59,232134.15,0.0,0.0,0.0,0.0,0.0,42.16,42.16,0.0,-1619449.86,-1640345.91,20896.05,71533035.33,27863.43,5518421.98,9234654.09,1340862.31,35676945.08,2051753.58,13522678.86,0.0,0.0,634110980.67,9984464.79,5509419.44,0,0
2020-01-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634110980.67,0.0,0.0,1,0
2020-01-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,634110980.67,0.0,0.0,1,1
2020-01-20,49351085.29,43879267.92,40932286.78,3786318.03,421853.52,27976609.0,4783853.66,993566.17,2970086.4,101646.92,2865025.81,743573.45,0.0,2779.19,275707.48,733751.9,1109213.79,87550.0,87500.0,0.0,0.0,50.0,1858187.43,1858187.43,0.0,3526079.94,-458408.82,3984488.76,110763033.89,17323905.99,11849113.06,10791591.17,1818488.28,3094500.54,62041052.87,1744560.39,0.0,2080130.0,572699432.07,6927237.850000001,25833224.81,0,0
2020-01-21,29677553.33,28656685.41,27762090.66,2461735.77,550417.2,12489791.48,2928982.97,297903.86,9033259.38,1018828.04,875966.71,297111.56,0.0,156.0,118394.79,294036.4,166267.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1020867.92,0.0,1020867.92,33205899.8,13605636.7,3574296.81,0.0,927319.16,7484205.47,1783990.45,4830251.21,0.0,0.0,569171085.6,3886887.86,11531886.59,0,0
2020-01-22,27103767.32,26939850.87,24703900.8,6160476.09,392711.84,9014213.5,1621106.21,172050.95,7343342.21,583497.65,1863191.42,655072.94,0.0,390.0,216421.51,437364.58,553942.39,15.8,0.0,0.0,0.0,15.8,0.0,0.0,0.0,163900.65,0.0,163900.65,65701576.82,41212615.75,3035838.46,0.0,1806562.0,6311832.24,710892.9,12413096.47,0.0,0.0,530573276.1,2163820.19,8471499.52,0,0
2020-01-23,55190577.49,25025325.7,23462809.27,1591450.86,498597.91,5985941.24,1339753.18,120054.03,13927012.05,917664.96,905636.47,0.0,17000.85,331.8,67033.46,349269.01,472001.35,210000.0,210000.0,0.0,0.0,0.0,0.0,0.0,0.0,29955251.79,29910166.69,45085.1,28802776.41,7348600.6,4930981.33,290106.31,2048896.64,3466964.66,604364.82,2327011.89,0.0,7525065.16,556961077.18,2010616.36,5315078.06,0,0
2020-01-24,43322403.02,42711586.83,40282778.93,1784950.74,227878.89,4264787.2,5134.96,2954.69,33997050.45,354363.89,2177084.01,0.0,0.0,1623.9,113187.02,275264.48,1787008.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,610816.19,0.0,610816.19,53818765.02,31920409.52,6436018.99,0.0,2954042.15,3096070.85,1598046.94,7711536.57,0.0,0.0,546464715.18,2274916.13,1995006.03,0,0
2020-01-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546464715.18,0.0,0.0,1,0
2020-01-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,546464715.18,0.0,0.0,1,0
2020-01-27,50259182.49,50149739.48,48235946.16,1950027.57,-2777.28,24849293.3,5193653.78,848684.15,15397004.64,1089607.51,1165337.82,0.0,0.0,1356.25,124901.25,551942.49,487137.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109443.01,-650509.69,759952.7,36794327.01,3343743.4,2591803.38,9099490.29,645042.45,15765875.01,2620367.17,2386853.3,0.0,0.0,559929854.66,1252136.58,28790810.5,0,0
2020-01-28,25030646.64,22499762.67,20686242.55,1476010.99,217503.95,12861026.03,1194995.27,180206.44,4756499.87,501850.89,1757941.76,425324.52,0.0,7275.17,101295.58,675191.31,548855.18,0.35,0.35,0.0,0.0,0.0,2213399.94,2213399.94,0.0,317483.68,0.0,317483.68,18001974.92,156274.68,4613024.83,0.0,1594628.99,4148229.88,6597784.12,445759.89,0.0,0.0,566958902.38,6307403.34,7748617.96,0,0
2020-01-29,-41093310.56,48145719.68,43852270.24,1057066.53,122382.99,13221667.03,2491013.61,165853.82,26794286.26,3241248.69,4157528.69,2533202.54,0.0,261.44,1175767.01,235104.25,213193.45,67.32,0.0,0.0,0.0,67.32,0.0,0.0,0.0,-89239097.56,-89579671.14,340573.58,57870955.89,873416.05,2154054.78,9913587.2,894747.92,23425289.86,100844.1,1249073.89,0.0,16154614.15,467994635.93,-1337246.7000000002,17049927.34,0,0
2020-01-30,103585142.08,23620653.25,22675682.14,3475536.82,385348.48,5051579.78,1651147.71,127151.19,11984912.16,172376.16999999998,785263.37,855.01,0.0,2.11,308572.28,219678.35,256155.62,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79964487.83,79837438.59,127049.24,18395957.08,926699.48,2603751.14,0.0,2458556.24,4710587.07,822473.68,6861221.04,0.0,0.0,553183820.93,379786.16,6322941.33,0,0
2020-01-31,45642722.48,42481814.82,40618951.37,803749.68,-54656.99,4065668.79,325782.26,35617.64,35442519.59,574620.78,1699110.86,69508.37,0.0,917382.0,231468.65,227451.49,253300.35,122500.35,122500.35,0.0,0.0,0.0,289.32,289.32,0.0,3038117.99,0.0,3038117.99,31394745.18,1697746.6,3643769.38,0.0,2342632.34,5199053.96,1410581.27,16690093.44,0.0,0.0,567432223.23,2002907.5,2388543.55,0,0
2020-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567432223.23,0.0,0.0,1,0
2020-02-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,567432223.23,0.0,0.0,1,0
2020-02-03,41505235.58,40702559.39,39631336.32,1785923.71,87004.78,43601579.07,9577132.99,944013.7,-16364317.93,46860.28,1056562.79,0.0,0.0,988.1,144260.43,408622.64,502691.62,52.0,2.0,0.0,0.0,50.0,0.0,0.0,0.0,802669.19,0.0,802669.19,16180450.66,489674.73,1705777.54,1350000.0,2950094.3,8542906.57,279961.0,829836.52,0.0,0.0,592757043.45,1754302.73,51424409.33,0,0
2020-02-04,22534021.65,21856621.44,20523250.12,875662.64,77537.36,13995639.91,1472069.96,329286.33,3773053.92,447035.92,1242769.4,0.0,0.0,5586.67,221569.8,253800.16,761812.77,833.0,0.0,0.0,0.0,833.0,0.0,0.0,0.0,676567.21,0.0,676567.21,22462372.42,540275.14,3720120.08,0.0,6033490.63,5338404.89,5130814.92,1342832.76,0.0,0.0,592828692.68,2537591.92,12930117.95,0,0
2020-02-05,31533814.17,28974557.62,21276804.66,1061723.91,222181.9,8047129.38,2558276.6,297617.12,9089973.75,2666911.15,6979024.45,1361391.78,0.0,716.49,5145442.15,265549.83,205924.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2559255.55,-105052.03,2664307.58,28766792.39,35533.01,2899578.72,5014747.97,6340902.82,7691412.68,568318.14,4268116.41,0.0,0.0,595596039.04,796133.63,9809272.350000001,0,0
2020-02-06,74475022.25,21251483.58,20060789.37,1300017.01,397561.01,3138244.72,1187850.84,43638.33,13993415.46,501565.73,837068.48,0.0,0.0,816.78,290730.04,416050.62,129471.04,805.0,0.0,0.0,0.0,805.0,275118.81,275118.81,0.0,52947614.86,52669513.72,278101.14,15661245.53,30914.7,2149584.07,4941749.2,1259018.08,4466873.27,1113403.01,1551763.2,0.0,0.0,654409815.76,422414.41,3903681.15,0,0
2020-02-07,23854440.71,23735106.66,22869441.72,447552.24,125668.42,1194518.27,612317.36,12218.36,20477167.07,8657037.01,366581.39,0.0,0.0,3030.75,72684.96,178806.88,112058.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119334.05,0.0,119334.05,28671597.94,79257.71,10466220.45,36398.51,573155.36,4314457.29,1288727.76,3711399.23,0.0,44028.17,649592658.53,-1289257.63,3096093.26,0,0
2020-02-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649592658.53,0.0,0.0,1,0
2020-02-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,649592658.53,0.0,0.0,1,0
2020-02-10,31724775.37,26902364.05,25459381.5,728870.84,63168.73,22721103.95,5390986.35,792607.99,-4237356.36,1586702.91,928262.28,0.0,0.0,0.0,190453.2,468826.33,268982.75,807.0,807.0,0.0,0.0,0.0,0.0,0.0,0.0,4821604.32,0.0,4821604.32,31491658.71,55541.3,6222457.53,0.0,5323009.4,3479881.77,1475294.1,13863491.97,0.0,0.0,649825985.19,913601.3500000001,27198488.95,0,0
2020-02-11,24840855.5,23416259.88,21422867.46,530474.35,117185.65,8094153.34,3553132.48,271185.68,8856735.96,386554.98,1757155.35,36301.38,0.0,2818.19,1128074.29,253910.94,336050.55,2907.0,2907.0,0.0,0.0,0.0,43910.68,43910.68,0.0,1377777.94,0.0,1377777.94,255686331.12,14025.1,9881449.71,4194989.56,996141.83,208933112.69,109762.4,7435560.63,0.0,23970971.29,418980509.57,421588.8,11225697.02,0,0
2020-02-12,22873427.7,22641469.71,19391167.59,592296.31,49588.45,6370041.42,1565432.86,233697.76,10580110.79,5051699.98,2918360.58,1927876.71,0.0,2497.3,124437.22,440301.43,423247.92,1155.0,1155.0,0.0,0.0,0.0,0.0,0.0,0.0,230802.99,0.0,230802.99,26218045.72,306955.23,5426966.06,0.0,2851390.29,4934426.6,2073494.39,5905054.71,0.0,0.0,415635891.55,-1086877.23,9022351.51,0,0
2020-02-13,60289158.59,32152282.44,31451555.35,870964.75,-61098.61,2739432.58,423758.99,118460.49,27360037.15,331814.29000000004,510027.8,0.0,0.0,22.1,110182.05,286220.15,113603.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28136876.15,26562784.73,1574091.42,18106176.0,46201.12,2763456.64,634603.23,2107031.01,5430111.62,1106876.54,5876780.84,0.0,0.0,457818876.24,-1942544.6800000002,5105736.25,0,0
2020-02-14,64781703.46,62553883.8,61955042.63,295799.59,-44802.68,4908754.49,568305.48,88486.26,56138369.49,1314441.1300000001,565758.89,4.15,0.0,192.5,123207.67,207571.02,234783.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2227819.66,0.0,2227819.66,77190575.03,41729.38,2902501.85,0.0,898249.75,7045910.32,60653782.31,4367042.57,0.0,0.0,445411398.17,-797910.65,6274970.619999999,0,0
2020-02-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445411398.17,0.0,0.0,1,0
2020-02-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445411398.17,0.0,0.0,1,0
2020-02-17,144491863.43,144479054.38,142119053.49,200327212.25,69514740.02,88011919.72,18887359.15,761979.0,-235384156.65,1353131.52,1666434.53,276621.09,0.0,0.0,164922.52,787477.02,437413.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12809.05,-34362.52,47171.57,24658725.3,24729.41,5149890.98,3464426.51,578766.8,3972898.4,5756691.3,5051756.74,0.0,0.0,565244696.24,72243152.63,34656126.24,0,0
2020-02-18,43665451.87,43583410.02,37170448.49,1247493.64,1776688.09,19105938.58,2209492.04,488666.51,12342169.63,138114.78,6390846.75,0.0,0.0,0.0,107570.01,257673.38,6025603.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82041.85,0.0,82041.85,9083848.01,16844.38,3143146.92,0.0,893652.04,2886374.48,214067.51,1813762.68,0.0,0.0,599826300.1,12763739.29,8551691.33,0,0
2020-02-19,28191824.57,27984460.8,25863446.72,2692038.53,473056.73,15382703.76,2875905.19,294455.51,4145287.0,3028288.8600000003,2044992.86,1403030.14,0.0,0.0,152254.19,283684.38,206024.15,-6309.1,-7000.0,0.0,0.0,690.9,0.0,0.0,0.0,213672.87,0.0,213672.87,99791281.95,13784.75,613914.1,0.0,1609166.25,31450585.49,62499464.41,652099.31,0.0,0.0,528226842.72,7275774.09,10982834.86,0,0
2020-02-20,33744882.95,33380431.6,32180894.49,2278735.09,312199.33,6675218.86,2402673.41,162433.79,20349634.01,2127332.01,778257.54,8.62,0.0,0.0,187736.98,216918.36,373593.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364451.35,0.0,364451.35,44580405.99,26289360.83,7559865.41,0.0,1789938.34,4506778.61,455120.09,2273290.27,0.0,0.0,517391319.68,1868221.0999999999,7209671.17,0,0
2020-02-21,36975641.78,35952007.8,34867958.15,7673905.93,198074.46,5220184.11,800730.27,110882.06,20864127.32,7491489.26,829019.15,0.0,0.0,0.0,152395.96,294907.24,381715.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1023633.98,0.0,1023633.98,77563767.29,51264241.95,5624663.94,2658296.82,1138249.69,3860629.42,212912.76,3837901.43,0.0,1730412.52,476803829.27,2165079.87,3855834.51,0,0
2020-02-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476803829.27,0.0,0.0,1,0
2020-02-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,476803829.27,0.0,0.0,1,0
2020-02-24,35781141.05,35731807.97,33937556.77,2542584.05,128720.23,33283300.97,6346881.46,1191280.26,-9555210.2,6923443.71,1677747.49,117946.74,0.0,919.72,564450.21,448195.18,546235.64,0.7,0.7,0.0,0.0,0.0,0.0,0.0,0.0,51009.38,0.0,51009.38,59944258.65,17629639.51,5965079.41,0.0,1234087.38,23910993.08,1971484.67,2426034.6,0.0,0.0,452649236.78,5148298.17,34481884.26,0,0
2020-02-25,41677883.64,41387345.96,40263824.02,1665245.93,397557.05,4466906.95,3191114.79,292089.41,30250909.89,1938604.6400000001,703662.08,0.0,0.0,0.0,104753.68,323722.22,275186.18,3538.5,3538.5,0.0,0.0,0.0,0.0,0.0,0.0,286999.18,0.0,286999.18,40358946.71,16167609.99,6041398.8,25950.57,2824643.16,2374473.4,7518962.47,3553549.69,0.0,333613.85,453970971.99,-3849328.44,11507350.18,0,0
2020-02-26,36495190.89,29417535.55,26950269.87,1204295.4,83012.81,8391463.26,3747628.87,286825.2,13237044.33,2198280.07,2365625.84,1739321.64,0.0,0.0,72760.72,301636.15,251907.33,-58.5,-58.5,0.0,0.0,0.0,0.0,0.0,0.0,7077713.84,0.0,7077713.84,58472268.97,4355052.89,2709690.44,5401824.02,1359261.32,16216712.34,287562.93,7065166.63,0.0,18980358.17,431994518.91,343112.17000000004,11795979.96,0,0
2020-02-27,134296858.14,49181565.63,47903620.22,567316.75,332770.96,13262100.38,1387857.33,177973.94,32175600.86,2364229.59,1087515.82,0.0,0.0,2051.75,108680.86,465234.72,511548.49,0.0,0.0,0.0,0.0,0.0,2622826.56,2622826.56,0.0,82492465.95,80954894.55,1537571.4,20126213.18,1129312.64,5255209.11,0.0,712854.35,6363879.51,473026.71,3853326.54,164804.32,0.0,546165613.87,7337027.29,7312930.42,0,0
2020-02-28,46224811.02,46074419.68,45068941.63,1227162.66,441070.01,4650015.75,1845844.62,12438.51,36892410.08,2752184.75,854004.68,0.0,0.0,34045.1,233746.15,253414.11,332799.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150391.34,0.0,150391.34,32595900.46,2723237.92,7498130.22,0.0,2781982.67,3921441.5,11170433.97,1899962.8,0.0,0.0,559796255.4,1470066.5599999998,5025793.8100000005,0,0
